date,cvar_historical,mv_historical,cvar_mbb,mv_mbb,ew
2024-08-16,"[0.349999999999677, 0.29999999999481536, 4.665667799965195e-13, 5.869774971440235e-12, 0.34999999999917136]","[0.34999371483796005, 0.3000038362227356, 1.9849379383028202e-06, 1.8645938624301376e-06, 0.34999859940750394]","[0.34999999999991066, 0.3000000000002574, 8.838495034513033e-14, 5.128722632511525e-13, 0.34999999999923087]","[0.3499997537519093, 0.30000002931349334, 2.7891432247135516e-07, 5.7299441088468145e-08, 0.3499998807208338]",[0.2 0.2 0.2 0.2 0.2]
2024-08-23,"[0.3499999999977085, 0.29999999999140003, 2.0196523899874233e-12, 1.616743953290161e-11, 0.3499999999927046]","[0.34999969374316864, 0.3000003229558912, 2.3064736556733593e-07, 5.595872153927373e-08, 0.34999969669485315]","[0.34999999999171255, 0.2999999999323831, 1.8320125858136803e-12, 8.220449499719136e-11, 0.34999999999186776]","[0.34999966173089386, 0.29999974053723366, 6.834149902018958e-07, 9.176149891930978e-08, 0.3499998225553836]",[0.2 0.2 0.2 0.2 0.2]
2024-08-30,"[0.349999999995158, 0.1347247722486019, 3.581770216563118e-12, 0.16527522775707235, 0.3499999999955861]","[0.25477829639211363, 0.34999988598150444, 2.1979642507591174e-06, 0.045219652732165966, 0.34999996692996516]","[0.34999999998165965, 0.15916815132988707, 1.689704593887817e-11, 0.14083184870632007, 0.3499999999652363]","[0.25929685326208496, 0.3499999668935309, 2.0315471751748535e-08, 0.04070316317461191, 0.34999999635430057]",[0.2 0.2 0.2 0.2 0.2]
2024-09-06,"[0.3499999999922624, 0.30000000000126176, 2.4687807867387902e-12, 1.8706259894202374e-11, 0.34999999998530096]","[0.3499997022595269, 0.30000044739039916, 1.32295062126036e-07, 2.740860964273506e-08, 0.3499996906464022]","[0.34999999999871884, 0.29999999998201343, 1.2169080246433107e-12, 2.15568635675593e-11, 0.3499999999964939]","[0.34999983634221216, 0.29999983689008725, 3.1458874366776473e-07, 4.2000626554133236e-08, 0.3499999701783304]",[0.2 0.2 0.2 0.2 0.2]
2024-09-13,"[0.34999999999957443, 0.29999999985807835, 6.462025741039589e-13, 1.4366419609055853e-10, 0.3499999999980367]","[0.34999930429942916, 0.30000010432955215, 7.743950104795489e-07, 3.482066467463547e-07, 0.349999468769362]","[0.34999999999079306, 0.29999999997981025, 6.016455497229232e-12, 9.440983154875065e-11, 0.34999999992897063]","[0.349997728454954, 0.29999619290732793, 3.356180367578231e-06, 3.7038871764247204e-06, 0.34999901857017407]",[0.2 0.2 0.2 0.2 0.2]
2024-09-20,"[0.3499999999983096, 0.3499999997337972, 1.025101245634278e-12, 2.1072754788409143e-12, 0.3000000002647608]","[0.34999981788962603, 0.3499980014524318, 1.6749134316216216e-06, 4.551875443307191e-08, 0.3000004602257562]","[0.34999999998934617, 0.300000000099269, 1.0389738432176077e-11, 8.512410950544034e-11, 0.34999999981587154]","[0.3499959030030678, 0.30000353589406004, 2.8849379832024467e-06, 2.340602555886386e-06, 0.349995335562333]",[0.2 0.2 0.2 0.2 0.2]
2024-09-27,"[0.34999999999899106, 0.30000000000414156, 7.200380302837472e-13, 3.0449945779748244e-12, 0.3499999999931025]","[0.3499999056638193, 0.30000008180396165, 5.220375773920624e-08, 3.477902157207378e-08, 0.34999992554944]","[0.34999999998633036, 0.29999999862889903, 4.1408622616269e-12, 1.396883040826494e-09, 0.34999999998374687]","[0.3499997727600202, 0.3000000956545177, 2.142453759415154e-07, 5.4063159957590176e-08, 0.3499998632769264]",[0.2 0.2 0.2 0.2 0.2]
2024-10-04,"[0.34999999999727943, 0.3499999998369034, 1.163875985096775e-12, 2.7510004085821674e-12, 0.3000000001619025]","[0.3499930448329026, 0.28594435074011854, 0.014071148009471955, 1.8894445749593758e-06, 0.34998956697293204]","[0.34999999999868286, 0.30000000000012783, 2.502440345929662e-13, 1.8150394972109605e-12, 0.3499999999991241]","[0.3499994390774144, 0.3000004565819206, 4.769362043175096e-07, 1.2209133558239803e-08, 0.349999615195327]",[0.2 0.2 0.2 0.2 0.2]
2024-10-11,"[0.3499999999996203, 0.16757784999991882, 1.5462839554991414e-13, 0.132422150001011, 0.3499999999992954]","[0.2608909217825843, 0.34999988126990234, 2.22360543639178e-08, 0.03910918183609766, 0.3499999928753613]","[0.3499999999814521, 0.2678947536025532, 1.1864169985158158e-11, 0.032105246441507564, 0.3499999999626231]","[0.3428913726027203, 0.3071085335637225, 6.231812451103741e-08, 9.658378780214243e-08, 0.34999993493164505]",[0.2 0.2 0.2 0.2 0.2]
2024-10-18,"[0.3499999999998051, 0.34999999990136166, 1.1272449204257421e-13, 5.120033081049857e-13, 0.3000000000982083]","[0.34999993758519493, 0.3499981069834919, 1.0741861125536517e-06, 4.471910850020721e-08, 0.3000008365260922]","[0.3499999999997948, 0.16757785003186712, 1.2289558102034266e-13, 0.13242214996898, 0.34999999999923526]","[0.32182653302446557, 0.32817567216117344, 6.742662708003672e-07, 2.988162059657886e-06, 0.3499941323860306]",[0.2 0.2 0.2 0.2 0.2]
2024-10-25,"[0.34999999998626774, 0.30000000006574173, 5.550770422706702e-12, 2.944560900703644e-11, 0.34999999991299435]","[0.34999970586488716, 0.30000015231559407, 3.013565012441555e-07, 8.216919890106995e-08, 0.34999975829381863]","[0.3499999999969881, 0.2999999999999216, 5.612644501981685e-13, 4.177956535272353e-12, 0.3499999999983511]","[0.3499995159642084, 0.30000081056661104, 1.796194093305432e-07, 6.62409581108361e-08, 0.34999942760881314]",[0.2 0.2 0.2 0.2 0.2]
2024-11-01,"[0.34999999998700976, 0.2678945247536613, 7.357542226147589e-12, 0.03210547529010876, 0.34999999996186265]","[0.31446450043234825, 0.3355354718380787, 5.2725061396658164e-08, 7.274598550487054e-08, 0.3499999022585261]","[0.3499999999958623, 0.349999999886527, 3.1494961030152184e-12, 7.089575009316651e-12, 0.30000000010737166]","[0.3499997833797081, 0.3499967543228115, 1.7847309982608282e-06, 1.0245376388175944e-07, 0.3000015751127184]",[0.2 0.2 0.2 0.2 0.2]
2024-11-08,"[0.3499999999992279, 0.1675778509276331, 5.847802517703946e-13, 0.1324221490744724, 0.3499999999980818]","[0.2135526961127223, 0.3499969820313346, 4.503437112734604e-08, 0.08645030862781689, 0.34999996819375506]","[0.34999999999690135, 0.17882170554503457, 1.2200610021043075e-11, 0.12117829445285586, 0.34999999999300785]","[0.28072693481153405, 0.3499999195471461, 2.9123043489346672e-08, 0.019273127677233975, 0.3499999888410424]",[0.2 0.2 0.2 0.2 0.2]
2024-11-15,"[0.3499999999987174, 0.3000000000051626, 1.2143762210270317e-12, 1.4789485597578885e-14, 0.3499999999948909]","[0.34999956812666305, 0.30000045502439426, 3.0366857058223083e-07, 4.8992751100506816e-08, 0.34999962418762104]","[0.34999999999612674, 0.3499999999308005, 1.9557461218930513e-12, 5.371951483445383e-12, 0.300000000065745]","[0.34999965217454565, 0.3499980561525742, 1.8374542721380822e-06, 4.845328469681163e-08, 0.30000040576532344]",[0.2 0.2 0.2 0.2 0.2]
2024-11-22,"[0.34999999998537246, 0.30000000008603417, 1.2957136719451746e-11, 5.232897776112597e-11, 0.34999999986330754]","[0.349999397674006, 0.300000809382433, 1.636519241344258e-07, 5.568007595507513e-08, 0.3499995736115611]","[0.34999999999927844, 0.29999999958446155, 3.542363504387419e-13, 4.1778583828098307e-10, 0.3499999999981203]","[0.3499992800275469, 0.3000006875811945, 5.282578150273227e-07, 4.3283275099521767e-07, 0.34999907130069263]",[0.2 0.2 0.2 0.2 0.2]
2024-11-29,"[0.3499999999954265, 0.2999999999533491, 3.675778806588762e-12, 5.501051573471312e-11, 0.3499999999925382]","[0.349999160716068, 0.3000011816761789, 5.2723605284818884e-08, 6.625516176496808e-08, 0.34999953862898625]","[0.34999999999834497, 0.2999999999758935, 9.855008371200612e-13, 2.8316774421498642e-11, 0.3499999999964593]","[0.3499950528869295, 0.3000069478675633, 8.126616239149245e-07, 3.7434103018632113e-07, 0.34999681224285323]",[0.2 0.2 0.2 0.2 0.2]
2024-12-06,"[0.34999999999951736, 0.2999999999949441, 6.668751119668176e-13, 6.732286316161714e-12, 0.3499999999981394]","[0.3499534601387651, 0.30007423553874835, 1.3486856512804378e-06, 8.998454578685771e-07, 0.3499700557913775]","[0.3499999999996035, 0.30000000000181587, 2.9666681804687585e-13, 1.98270142465377e-12, 0.34999999999630127]","[0.3499968812907856, 0.3000052134374594, 4.5047889923155834e-07, 3.012748373324545e-07, 0.3499971535180186]",[0.2 0.2 0.2 0.2 0.2]
2024-12-13,"[0.3499999999951425, 0.30000000000524335, 7.616877640442731e-13, 4.479915311479769e-12, 0.3499999999943728]","[0.3499803760855196, 0.3000314637468064, 5.173590176775448e-07, 3.6527444372123464e-07, 0.34998727753421277]","[0.34999999999802184, 0.1920682766466343, 4.280829776006655e-12, 0.10793172335962303, 0.34999999999144]","[0.251404085623201, 0.3499996521005995, 1.6188400940125819e-06, 0.04859468765786439, 0.34999995577824106]",[0.2 0.2 0.2 0.2 0.2]
2024-12-20,"[0.3499999999338388, 0.3000000003617309, 7.253674432519112e-12, 2.093546973262295e-11, 0.3499999996762413]","[0.3494142310362995, 0.30097528517549793, 1.2381929707644148e-06, 1.0296506749656447e-06, 0.34960821594455693]","[0.3499999999996773, 0.17256852523055935, 9.93598377965066e-13, 0.1274314747702587, 0.3499999999985113]","[0.2727713681736243, 0.34999912671406913, 8.086932885658879e-05, 0.0271490966868449, 0.34999953909660525]",[0.2 0.2 0.2 0.2 0.2]
2024-12-27,"[0.34999999998716785, 0.34999999971814066, 6.965499076294778e-12, 2.2027105077146518e-11, 0.3000000002656994]","[0.34999982574374494, 0.34999970800937397, 5.567053412477725e-07, 5.996543939968945e-09, 0.299999903544996]","[0.3499999999992511, 0.30000000001016164, 1.2299967344166432e-13, 6.121159395408843e-13, 0.3499999999898522]","[0.34999899979880567, 0.30000178213968803, 1.2278680131505474e-07, 9.007208399069221e-08, 0.34999900520262084]",[0.2 0.2 0.2 0.2 0.2]
2025-01-03,"[0.34999999999832176, 0.2999999999954573, 2.149458576762418e-12, 1.1309113232091841e-11, 0.34999999999276254]","[0.3498238934834717, 0.300199305994351, 4.79033107954426e-07, 6.58566926796889e-07, 0.34997566292214227]","[0.3499999999984518, 0.062022364097879576, 1.4034332273824383e-12, 0.23797763590509277, 0.3499999999971726]","[0.15411220134172127, 0.34999267263869716, 9.73515229141566e-06, 0.14588561038315642, 0.3499997804841338]",[0.2 0.2 0.2 0.2 0.2]
2025-01-10,"[0.3499999999988884, 0.29999999999899307, 6.332390078912092e-13, 5.8655056747150315e-12, 0.3499999999956198]","[0.34999934926739745, 0.3000009141037422, 8.621961944641525e-08, 7.45647210436035e-08, 0.34999957584451985]","[0.34999999999863396, 0.30000000000012456, 3.5545124304232076e-13, 2.8086448762020457e-12, 0.34999999999807746]","[0.3499915449180161, 0.30001221266906564, 1.127335089151578e-06, 5.512391634602394e-07, 0.3499945638386656]",[0.2 0.2 0.2 0.2 0.2]
2025-01-17,"[0.3499999999976, 0.3000000000101307, 5.190583451769751e-13, 2.022791578315154e-12, 0.3499999999897276]","[0.3499997372496063, 0.3000003471913286, 2.836117755836092e-08, 2.5505390976882474e-08, 0.34999986169249653]","[0.3499999999234558, 0.30000000009272276, 8.63384501470585e-12, 4.7586726767679467e-11, 0.34999999992760117]","[0.34999447627055524, 0.30000837042855116, 3.8534247496002673e-07, 2.525314682549391e-07, 0.3499965154269505]",[0.2 0.2 0.2 0.2 0.2]
2025-01-24,"[0.34999999998554326, 0.062022365218874, 6.3785181838792095e-12, 0.23797763481130027, 0.34999999997790415]","[0.1620852737682543, 0.34989995549227626, 1.432228758184286e-07, 0.13801527929351906, 0.3499993482230746]","[0.3499999999997965, 0.16757784997573733, 1.331003658795476e-13, 0.13242215002559016, 0.3499999999987431]","[0.22220842058209667, 0.33674247777259086, 1.207268645018121e-07, 0.09104911008210867, 0.3499998708363394]",[0.2 0.2 0.2 0.2 0.2]
2025-01-31,"[0.3499999999919042, 0.1675778495415946, 6.77775141282914e-12, 0.1324221504900235, 0.34999999996970016]","[0.24814861692823004, 0.3499974079121712, 1.595928234962065e-05, 0.05183961954597643, 0.34999839633127294]","[0.3499999999979357, 0.04892959295893383, 0.04820658734111759, 0.20286381970242862, 0.3499999999995845]","[0.17385349256652496, 0.33897042904851876, 7.449873297545942e-06, 0.13716888662297186, 0.34999974188868704]",[0.2 0.2 0.2 0.2 0.2]
2025-02-07,"[0.34999999999580544, 0.29999999987330056, 2.169173530850187e-12, 1.343556739437667e-10, 0.34999999999436926]","[0.34999847356431624, 0.30000275666899423, 2.8333205573430374e-07, 2.654019796639374e-07, 0.3499982210326541]","[0.34999999997505, 0.3000000000105304, 1.1200199346952639e-11, 6.901618426750558e-11, 0.3499999999342033]","[0.3499936821839536, 0.30001136571088227, 8.445328548976676e-07, 3.721257568553257e-07, 0.3499937354465523]",[0.2 0.2 0.2 0.2 0.2]
2025-02-14,"[0.3499999999996875, 0.11328908874855095, 2.5623999412340735e-13, 0.18671091125292488, 0.3499999999985806]","[0.21340329940739924, 0.349998466156946, 6.891445602046235e-08, 0.08659818580445737, 0.3499999797167452]","[0.3499999999970919, 0.11328908862282981, 2.907501298333798e-12, 0.1867109113846028, 0.34999999999256814]","[0.19709382717976962, 0.3499803131755023, 1.4780756391019654e-07, 0.10292580224014711, 0.34999990959701716]",[0.2 0.2 0.2 0.2 0.2]
2025-02-21,"[0.34999999999671255, 0.11328909025334552, 2.8073182157668327e-12, 0.18671090975313157, 0.34999999999400305]","[0.217482638134333, 0.2793606850157915, 5.2008955308145635e-09, 0.1531566985869436, 0.34999997306203656]","[0.34999999999932113, 0.349999999998386, 2.329976642005924e-13, 4.2474616924754424e-12, 0.2999999999978125]","[0.34999987096818014, 0.3499993793796096, 7.842513698508765e-07, 1.0560064523302367e-08, 0.29999995484077596]",[0.2 0.2 0.2 0.2 0.2]
2025-02-28,"[0.34999999996926245, 0.11328911652491332, 6.523241596963355e-12, 0.18671088352171997, 0.34999999997758124]","[0.17573481322034676, 0.34985004357775207, 4.3183494025893416e-08, 0.12441514186387657, 0.34999995815453067]","[0.34999999998878145, 0.3376286063117926, 3.2379773753637866e-12, 1.806290781884014e-11, 0.3123713936781251]","[0.3499963282699965, 0.3376345702734137, 6.640485357310482e-07, 3.479337612347076e-07, 0.3123680894742929]",[0.2 0.2 0.2 0.2 0.2]
2025-03-07,"[0.3499999999929307, 0.34999999999567366, 2.0642046322207976e-13, 1.1067396173455283e-12, 0.30000000001008265]","[0.34999929717589057, 0.3499957578513631, 2.925272251347127e-06, 1.647202914687919e-07, 0.3000018549802036]","[0.3499999999972523, 0.34999999999693276, 1.0019530127429379e-13, 1.3801693123546103e-12, 0.30000000000433447]","[0.3499996326662009, 0.3476158965124339, 0.0006586146303005132, 2.4899124736651145e-07, 0.30172560719981756]",[0.2 0.2 0.2 0.2 0.2]
2025-03-14,"[0.3499999999998197, 0.34999999999808173, 9.996639759726523e-14, 1.1754925685564871e-12, 0.30000000000082333]","[0.3499991596492281, 0.34999162894329355, 3.4838846322413527e-06, 1.1901206940949021e-07, 0.3000056085107767]","[0.3499999999995391, 0.34999999999312514, 1.3718615202089182e-13, 7.264883774821354e-13, 0.30000000000647226]","[0.3499996857411027, 0.34999876655485257, 1.8226072922331743e-06, 5.309311521235684e-08, 0.2999996720036437]",[0.2 0.2 0.2 0.2 0.2]
2025-03-21,"[0.34999999999327697, 0.31537128625860916, 1.9925555956893627e-12, 4.222374907504532e-12, 0.33462871374189906]","[0.3462252729209182, 0.3037751623219163, 7.54956635573222e-08, 1.4581374072745592e-07, 0.34999934344776146]","[0.34999999999834286, 0.3499999999929074, 4.3746023711016703e-13, 2.730262992559029e-12, 0.3000000000055822]","[0.3499998867797111, 0.2985146516289492, 0.0014892629114631112, 3.928143096293209e-08, 0.3499961593984455]",[0.2 0.2 0.2 0.2 0.2]
2025-03-28,"[0.3499999999971535, 0.34999999987913094, 1.7383867676911936e-12, 1.3058284336273914e-10, 0.2999999999913946]","[0.34999986459660726, 0.34402071003421336, 0.0012982906697734922, 2.3960008265579883e-07, 0.3046808950993232]","[0.3499999999986933, 0.34999999999754805, 9.745079438084431e-13, 3.9080628336299356e-12, 0.2999999999988761]","[0.34999997163356483, 0.3499997520638354, 1.7138357254264446e-07, 8.292091872366222e-09, 0.3000000966269355]",[0.2 0.2 0.2 0.2 0.2]
2025-04-04,"[0.3499999999976535, 0.3499999999959481, 6.467671630362027e-13, 8.107305879814493e-12, 0.29999999999764426]","[0.34999966533192134, 0.34991492560154003, 1.837611837383056e-05, 3.538012428288644e-07, 0.300066679146922]","[0.3499999999919805, 0.3376286060326772, 1.4235651876795705e-12, 8.340143482494179e-12, 0.3123713939655786]","[0.3499998626650774, 0.2925230286212673, 0.007603791474279745, 1.90521276983234e-07, 0.34987312671809884]",[0.2 0.2 0.2 0.2 0.2]
2025-04-11,"[0.3499999999814794, 0.349999997257172, 1.106860253272798e-11, 6.253761426898698e-11, 0.3000000026877426]","[0.3499999570481926, 0.2976570689987469, 0.0023432259851509742, 6.097996769667979e-08, 0.349999686987942]","[0.34999999999931775, 0.3499999999948446, 3.483136259745412e-13, 1.0754197267592174e-12, 0.30000000000441385]","[0.3499996410874522, 0.3499969030406192, 1.9587625116175622e-06, 1.3947608044297745e-07, 0.3000013576333365]",[0.2 0.2 0.2 0.2 0.2]
2025-04-18,"[0.34999999999974524, 0.3499999999987236, 4.403985314943144e-13, 1.4948224846227125e-12, 0.2999999999995958]","[0.34999763496544584, 0.34970196015709676, 0.0001215862575252806, 4.6478420107914644e-07, 0.3001783538357313]","[0.3499999999942825, 0.3499999999784459, 5.691390554243116e-12, 3.290530999204794e-11, 0.29999999998867505]","[0.34999981594684565, 0.31502289704565173, 0.009030647386667444, 4.5642915006999923e-07, 0.3259461831916851]",[0.2 0.2 0.2 0.2 0.2]
2025-04-25,"[0.3499999999998768, 0.34999999999920284, 1.4488861309648152e-13, 6.290865537742645e-13, 0.3000000000001466]","[0.34999822510656475, 0.34919827254816166, 0.00017051128772339465, 3.8579145888236154e-07, 0.30063260526609126]","[0.3499999999981967, 0.3499999999860574, 2.296020148628605e-12, 1.7395129166102615e-11, 0.29999999999605464]","[0.34999915464348497, 0.34999688585680155, 2.816257588647513e-06, 3.863387602415525e-08, 0.30000110460824886]",[0.2 0.2 0.2 0.2 0.2]
2025-05-02,"[0.349999999998838, 0.3499999999927171, 5.837111188254931e-13, 8.324163219423227e-13, 0.30000000000702876]","[0.34999957612108085, 0.34061494009631355, 0.0023526997800348962, 1.7736905250786797e-07, 0.3070326066335182]","[0.3499999999980024, 0.34999999999332854, 5.505242907463594e-12, 1.4198171066505652e-11, 0.29999999998896576]","[0.3499999420758587, 0.3499995314571089, 3.0955759001980894e-07, 3.962433034806333e-08, 0.3000001772851121]",[0.2 0.2 0.2 0.2 0.2]
2025-05-09,"[0.34999999999929754, 0.3499999999978551, 6.678342712837051e-13, 5.983697797086077e-12, 0.2999999999961959]","[0.3499990208653207, 0.3003657290376532, 0.0033537354937548587, 1.1867473954542467e-06, 0.3462803278558761]","[0.34999999999975984, 0.3499999999977559, 4.2906665653278015e-13, 1.4117958723765617e-12, 0.3000000000006435]","[0.34999963730758626, 0.3394626009092022, 0.002323607920606002, 2.8371168181233403e-07, 0.30821387015092383]",[0.2 0.2 0.2 0.2 0.2]
2025-05-16,"[0.349999999999306, 0.3499999999969332, 1.259345844502453e-13, 5.054974058399043e-13, 0.30000000000312954]","[0.34999986590121135, 0.3499976995970718, 1.236139741869176e-06, 5.206031071797058e-08, 0.300001146301657]","[0.34999999995426745, 0.3499999999622247, 1.0679927384145137e-11, 3.5271637227331475e-11, 0.30000000003755645]","[0.349999938002705, 0.3499980780627833, 9.280205794208451e-07, 1.4009117684980795e-08, 0.3000010419048147]",[0.2 0.2 0.2 0.2 0.2]
2025-05-23,"[0.34999999999965026, 0.3499999999977766, 1.9262255385036227e-13, 8.581817423192056e-13, 0.3000000000015223]","[0.349999445215057, 0.3499977568020146, 2.1070357924109394e-06, 2.541722851092719e-08, 0.30000066552990756]","[0.349999999999713, 0.34999999999711795, 1.9569716254760488e-13, 2.0132756764287094e-12, 0.30000000000095994]","[0.3499997228112433, 0.3370537415483197, 0.0027376054574522173, 2.387768640855765e-07, 0.31020869140612073]",[0.2 0.2 0.2 0.2 0.2]
2025-05-30,"[0.3499999999984285, 0.3499999999968671, 1.2376233062465473e-12, 4.792427417396018e-12, 0.2999999999986746]","[0.3499999658425868, 0.34999958012473853, 2.4114241096858525e-07, 3.901543970263111e-09, 0.3000002089887199]","[0.3499999999819726, 0.34999999983510316, 1.0171869445881235e-12, 6.925687243140093e-12, 0.30000000017498146]","[0.34999907426299826, 0.34999400128015684, 6.5740565424979186e-06, 9.332946486571802e-08, 0.30000025707084355]",[0.2 0.2 0.2 0.2 0.2]
2025-06-06,"[0.34999999999364, 0.3499999999689592, 5.411468527738616e-12, 2.4850493635646302e-11, 0.300000000007139]","[0.34611366933308246, 0.3038863363540999, 3.179672508568758e-08, 2.6861931933262427e-08, 0.34999993565416077]","[0.34999999970492446, 0.34999999950552624, 6.89343711753242e-12, 4.750392756822011e-11, 0.30000000073515215]","[0.3432506887221375, 0.3067494390538284, 9.87810415233517e-08, 1.4140791914463102e-07, 0.3499996320350735]",[0.2 0.2 0.2 0.2 0.2]
2025-06-13,"[0.349999999999869, 0.34999999987085917, 3.6230682134429405e-13, 3.608125184126773e-12, 0.30000000012530165]","[0.34999997125122045, 0.34999957606331406, 2.4490716845267006e-07, 9.356124787553183e-09, 0.30000019842217485]","[0.34999999999127235, 0.3000000000087101, 2.7568356775484e-13, 4.758600075813421e-12, 0.34999999999498327]","[0.3499991833828291, 0.30000051131252464, 8.070903019120899e-07, 1.504627716387091e-07, 0.3499993477515727]",[0.2 0.2 0.2 0.2 0.2]
2025-06-20,"[0.3499999999895208, 0.3499999999660743, 1.3556244584263122e-12, 9.341596493528574e-12, 0.3000000000337078]","[0.349999682175136, 0.34809999544627157, 0.00036815138691358103, 4.909080537282792e-07, 0.30153168008362496]","[0.3499999999953519, 0.3000000005812345, 1.3238107268440921e-12, 7.637109140369095e-12, 0.3499999994144529]","[0.3499963627244289, 0.3000077501485298, 1.7297029077172918e-06, 9.891993157703468e-07, 0.34999316822481324]",[0.2 0.2 0.2 0.2 0.2]
2025-06-27,"[0.34999999999808024, 0.3000000000048676, 3.4317990427536756e-13, 1.5310725828149853e-12, 0.349999999995178]","[0.3499983324239679, 0.3000024374140693, 1.7144302318947474e-07, 9.399449375380616e-08, 0.349998964724446]","[0.34999999986426084, 0.349999999528714, 5.892951108416018e-12, 3.896157222604976e-11, 0.300000000562171]","[0.34999995499868225, 0.3369931385038206, 0.0032436481662079897, 3.804197182745185e-08, 0.30976322028931735]",[0.2 0.2 0.2 0.2 0.2]
2025-07-04,"[0.3499999995858871, 0.30000000043426894, 2.8927852781419247e-12, 2.516942283201789e-11, 0.34999999995178216]","[0.34999373696811265, 0.3000168498410717, 7.174613654087599e-07, 3.908551080027506e-07, 0.349988304874344]","[0.3499999999802352, 0.3499999998388148, 8.020502149509807e-13, 6.905796307912725e-12, 0.3000000001732423]","[0.3499986310680365, 0.2952931100288203, 0.005285003835998062, 1.2876995818826537e-06, 0.34942196736756354]",[0.2 0.2 0.2 0.2 0.2]
2025-07-11,"[0.34999999999413695, 0.3000000000097752, 1.5892908993335063e-13, 3.9122254866635385e-13, 0.34999999999553755]","[0.34999953565507547, 0.29999992816618803, 3.7737461421248235e-07, 1.783507430751099e-07, 0.3499999804533792]","[0.3499999999955639, 0.30000000034102803, 7.056377822758914e-13, 4.56881027859393e-12, 0.3499999996581336]","[0.3499997910873172, 0.2999999174161722, 1.6443808319687075e-07, 1.4290147489886638e-07, 0.34999998415695227]",[0.2 0.2 0.2 0.2 0.2]
2025-07-18,"[0.3499999999985152, 0.3153712843275502, 6.067603601091549e-13, 1.0121090661105776e-12, 0.33462871567231584]","[0.34999983592558376, 0.29981665189566903, 0.002890298547554351, 9.406432133323395e-08, 0.3472931195668713]","[0.349999999999302, 0.3499999999943114, 2.4263233480195877e-13, 6.808271393344797e-13, 0.3000000000054631]","[0.34999931319340755, 0.2991267743417813, 0.006031867118921902, 1.6763368835336664e-07, 0.34484187771220076]",[0.2 0.2 0.2 0.2 0.2]
2025-07-25,"[0.3499999999980072, 0.3153712848347967, 2.1773164605765765e-13, 8.480835342722888e-13, 0.3346287151661304]","[0.34999866160942955, 0.3153729832940182, 1.043799497161747e-07, 4.154272333108172e-08, 0.33462820917387914]","[0.3000000017766321, 0.34999999822549743, 6.314543130867122e-13, 5.25300354221001e-11, 0.34999999994470926]","[0.2999999573520418, 0.3499998751878529, 3.2121918451497176e-08, 1.927722174020403e-07, 0.3499999425659695]",[0.2 0.2 0.2 0.2 0.2]
2025-08-01,"[0.34999999999403525, 0.3000000000163354, 4.159837337410537e-13, 4.7808833498549425e-12, 0.34999999998443243]","[0.3499930158295687, 0.3000037682340941, 3.6795126796106333e-06, 5.541277046837383e-07, 0.34999898229595316]","[0.34999999994343733, 0.3000000002818494, 9.342193448727688e-12, 2.5705625827603165e-11, 0.3499999997396656]","[0.3499965830661602, 0.30000251319294685, 1.9812558783247827e-06, 4.5397818872866437e-07, 0.3499984685068258]",[0.2 0.2 0.2 0.2 0.2]
2025-08-08,"[0.34999999993864467, 0.3000000000718445, 3.7973540396439897e-13, 1.966781328387739e-12, 0.34999999998716436]","[0.3499926562421826, 0.3000086921021315, 4.130950839709316e-06, 1.6255466610478011e-06, 0.34999289515818566]","[0.34999999991186936, 0.3153712849133253, 2.3749896451597352e-12, 1.3064682027729776e-11, 0.3346287151593658]","[0.3499398523531491, 0.2998417523630095, 0.00021757578033316063, 5.687558998530171e-06, 0.3499951319445094]",[0.2 0.2 0.2 0.2 0.2]
2025-08-15,"[0.34999999973359364, 0.3153712821418827, 6.083641547494798e-12, 2.7089944039230362e-11, 0.33462871809135025]","[0.34941136571296794, 0.30057739970567643, 1.355815430223353e-05, 1.6724335825774009e-06, 0.3499960039934711]","[0.3499999999791584, 0.34999999995552467, 6.134079192320813e-13, 2.2453447271222103e-12, 0.30000000006245814]","[0.34228853601354353, 0.3076369112561357, 7.4693018274308e-05, 5.182566381965953e-07, 0.34999934145540845]",[0.2 0.2 0.2 0.2 0.2]
2025-08-22,"[0.3499999999827554, 0.3000000000244555, 1.3269162520203541e-12, 9.201944522287786e-12, 0.3499999999822602]","[0.34999874151873506, 0.3000015691284469, 6.615038245538364e-08, 1.6855396176236793e-08, 0.3499996063470394]","[0.34999999999055464, 0.3499999900003785, 3.63455795019586e-12, 9.51254665689242e-12, 0.3000000099959199]","[0.3482307654412911, 0.301769071938409, 1.6329857269739123e-07, 5.405970320149626e-07, 0.3499994587246952]",[0.2 0.2 0.2 0.2 0.2]
2025-08-29,"[0.34999999996477865, 0.34999999999366765, 2.814144509594406e-13, 1.3026517069562108e-12, 0.3000000000399696]","[0.3499968604046744, 0.2933284104992099, 0.007706176904276063, 2.451599296672366e-07, 0.3489683070319099]","[0.34999999998784864, 0.30000000002038296, 1.4679004999894078e-13, 1.2131506211010728e-12, 0.3499999999904083]","[0.349985751083576, 0.30000801786428427, 1.0953216267642041e-05, 3.272630235046399e-07, 0.3499949505728491]",[0.2 0.2 0.2 0.2 0.2]
